worker_id,task_id,task_response_id,Profanity,Canonical Form 1,Canonical Form 2,Canonical Form 3,Category 1,Category 2,Category 3,Severity Rating,Severity Description
VME4939DFDXR,5c833dff-7ed8-4f7a-9096-1edb75029c95,3dcbdfb5-a82d-4745-a898-4da16300b8be,cockboy,cock,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
9EN7PWYA6G4F,b2f3b833-5cef-460b-9ef0-3270f848f50c,5c39c247-cb6c-4c94-933c-7ea874073ed6,cocklicker,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
TRZKH4HK4646,c1af0c5a-1b4e-4fa6-b095-b5d38cd99fed,a5ca43e7-3354-41e2-8c33-6c8c2b9de61b,cocksuck,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
7FWVPWN76TG6,e185505f-0e50-438e-9d31-0f705832b40d,bdbf5e39-b5ff-4222-9d57-a13f7f9204c2,cooter shooting,coot,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
ADCXHGCQRA34,6448d7d6-d4f3-4a93-8438-77b7aa0f551a,eaca7933-01b0-42ef-94cb-ee6aaa7422d5,cuntits,cunt,tits,"",sexual anatomy / sexual acts,none,none,2.8,Severe
73FP3QEHRD7V,4f149e2d-cc10-4cdd-aeb0-96e79341f4ae,d4bc0546-6d6c-44ee-b109-79ce69348cbf,cocksucc,cock,"","",sexual anatomy / sexual acts,none,none,2,Strong
C69D7VD39FKM,cb8e03f4-ad62-40ed-9b00-85f94481d4e9,765b9fbd-e923-4095-862c-e8994da30a40,cockface,cock,"","",sexual anatomy / sexual acts,none,none,2,Strong
7ZGW996YFZ6X,151ef4d2-3651-41ad-931f-fc449252228b,24e84a98-554e-40e9-8a49-d805d37d1414,cotton picker,cotton picker,"","",racial / ethnic slurs,none,none,2.8,Severe
F3FCR777FCDY,9488901a-4d15-4513-8d08-d9a13eaca056,d0350dcd-8055-4854-bef0-67b955c76c6a,crotch,crotch,"","",sexual anatomy / sexual acts,none,none,1,Mild
FWD4Z73KK6F6,e0ef8ba4-8ecd-4e75-9c20-22b0427f5ef6,c73b970c-eea2-4a61-af15-ee0b8f5fb9ff,cumball,cum,"","",bodily fluids / excrement,none,none,2.4,Strong
ADCXHGCQRA34,fad29d6f-ebb1-4887-b59b-7a504f6b89b0,e1bdba4a-d63d-49c6-a3be-bcadbf17a70d,cuntz,cunt,"","",sexual anatomy / sexual acts,none,none,2.8,Severe
MRVNFNWJW9AR,abfd07ef-487d-45f1-8092-9a1d210dc710,7ce295de-9d93-4a4f-b3b2-429740f856d8,cocksucking,cock,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
ZWJMPXDTKNQD,060f9ec6-7d18-4db2-be0b-206ca2a39844,e245f90e-58cd-4111-979b-98725033b279,cockeater,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
XKEQPPFJWHY9,ccbdcedd-27d5-47a2-8bb7-efe9a5130aac,d35b7c74-338e-4aeb-871b-17ead1711caf,cuntness,cunt,"","",sexual anatomy / sexual acts,none,none,3,Severe
4JATFGXWXQXX,f3b8858d-e85a-43fd-a2b8-4bdef3179a50,33b3cf38-8bdf-4839-96d0-fdbf2a87d25b,d0ggy style,doggy style,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
TRZKH4HK4646,ce11f617-646b-4154-8f27-356d515e7944,88534621-2d60-4b0c-902b-dafdb12131fe,cocksukka,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
PKAFWTW2AW2G,ef49b063-111d-48a1-8f47-6ae241d941c3,fc38377d-37a0-4b08-9c67-ff6bf2810730,coot,coot,"","",sexual anatomy / sexual acts,none,none,1.6,Strong
6CNHTCG6W6XM,03f5f1eb-85ed-45df-8a8e-90458cb8d80e,24425873-a88c-45ee-9897-f8dfa6be8326,creampie,creampie,"","",sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong
QQYCQPQK6WFA,3f8aa622-d779-48c7-b074-340e80fdf59d,1d37a33d-9f03-4092-9ea8-73b7fb1a34ad,d!ck,dick,"","",sexual anatomy / sexual acts,none,none,1,Mild
NDQTT6NTQFPN,8531146c-39ca-49db-900e-dc027afc08b7,d273857e-ead3-41e0-9c99-8c0eeb8e3c02,cooni3s,coon,"","",racial / ethnic slurs,none,none,2.4,Strong
VNAQPVX4R36A,11d739a9-af6c-4745-a894-68528ae4a2be,50435758-f575-4ae8-a31e-6592b00c2c2c,cumming,cum,"","",bodily fluids / excrement,none,none,1.6,Strong
KKGQRZWNCHJK,5828357d-34fb-4541-8e8a-70ee1dac0318,7ef342f7-2d8c-4029-a37a-b2f2b9a79386,coons,coon,"","",racial / ethnic slurs,none,none,2.8,Severe
WYYRGVWFY6XA,b7df0aae-e7c2-4d38-ad39-05ab44ee538b,67803c97-eafc-4e75-8b54-939755e57dbf,cunt lick,cunt,"","",sexual anatomy / sexual acts,none,none,3,Severe
TATMTQ3AXJX6,e051f42c-999f-4974-babd-de0d9b7b6a8a,e786d9b7-91e0-4a0f-9045-08307a26722a,coot coot,coot,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
7YE67VWQC43W,111b9890-2ea7-4f27-8e35-e24f7acd9a6d,cf5c019a-0eb4-45c1-a801-b073df6bdb4d,cockmuncher,cock,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
R3CDKNC3PH6K,fa57867c-20df-486b-beff-0a6b9dc5cd9a,62a6511d-ba1a-4496-b779-4197eee7dde9,cocksucking mothafuckers,motherfucker,cock,"",sexual anatomy / sexual acts,other / general insult,none,3,Severe
9RTHMKDNG4K2,839ac0a4-476e-4caa-97a1-0a27f0c9fbc8,e57a5bf3-696b-4135-8f2d-1075dc75595e,cyberfukks,fuck,"","",sexual anatomy / sexual acts,other / general insult,none,2.2,Strong
F7G9FM2Q9CC4,0340f749-1672-45d2-afcd-59624f78bd65,ffb6939f-c3e9-4902-a07d-4e0d80ce00b4,cockskin,cock,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
ZWJMPXDTKNQD,03075bfc-bc57-4bdf-9465-e1cdce270519,cffb78a6-5b81-4c3d-b7e7-a8e5e3ad1616,coon1es,coon,"","",racial / ethnic slurs,none,none,3,Severe
MC9FDWZJH4JZ,1a44877d-7e66-44a8-9282-c2cdf77e58af,3d3a0daa-d596-4803-8d59-370a2b3ffe44,cockhed,cock,"","",sexual anatomy / sexual acts,none,none,2,Strong
4JATFGXWXQXX,d95c8b35-1722-4d45-8fa1-657182fc3079,e5429dac-674f-4bc3-8ca1-6e3d52207ae5,cocksuccers,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
76VNAHQ9VAC3,27a718d3-4532-4d2d-bcbc-47f13f0ed468,b8161da9-2ff5-4ca3-b423-b30518912a21,cyberfukk,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
A44DA67CMF3F,4b98e620-85ea-47f4-bb48-3a9849bbc05c,d78cb42e-bcc6-4406-a8ea-0bc46cc26386,cocksuckers,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
VNAQPVX4R36A,b57a8393-e356-45d2-9b04-e8d328558fd0,81059059-5ee1-4d07-8215-4dbde5a8e318,cocksucks,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
CEHXHWFAVDAD,d93f9dcc-e3ef-47b6-a98b-db8a3fa1a1fd,8ef1239f-f7b1-41f7-8190-d4a6ea681736,crotch fiddler,crotch,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
ADCXHGCQRA34,fbef594a-5863-4dca-ba62-1cec33486c82,05af832d-c0b7-4de9-baa7-443ee02a27c7,cums,cum,"","",bodily fluids / excrement,none,none,1.4,Mild
X6P6DQRXD62A,fbb02af0-9377-4ba6-ab36-503d8171b7a9,ef1b8fcf-5a85-441c-bc21-d046d80c86d8,cocksmoker,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
JW992R3C66V9,dbe206f3-f408-4c5c-a0a5-8997ec4cb238,89b33d71-14df-4a8c-adaa-703f06977fcf,cunts,cunt,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
6CNHTCG6W6XM,357f9450-c00b-4422-81ae-5c8c2078d5eb,b4fa8e95-38ad-425d-9702-b205ce51acbd,cyberfvcks,fuck,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
9EN7PWYA6G4F,c8c3a436-e264-4343-94ac-7ed5f68d6069,e8bdfd67-b81b-4e39-a8f6-8cd80535125e,cocksucker,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
FVGNDRJMNVA7,08d87a2e-8066-4302-890b-1966df731802,2e7191b7-dc03-4ad5-bdb9-cb30237a9798,cum goon,cum,"","",sexual anatomy / sexual acts,bodily fluids / excrement,none,2,Strong
YKR74H2QRD6F,ead6930b-d8cc-4020-a8e5-7c17c978b671,32348c8d-28d7-49b5-9acb-58d481dabc0c,d!cks,dick,"","",sexual anatomy / sexual acts,none,none,1,Mild
F7G9FM2Q9CC4,47ece8d3-7779-4e37-bec6-0f4a64d47660,180c65fd-b4ac-4d18-a959-09aae1d26d37,cunt lips,cunt,"","",sexual anatomy / sexual acts,none,none,2.8,Severe
N4F97QJYAMTH,db71850c-aac9-4fac-ae66-55dc80aea71c,22e2661b-4009-4b43-bcff-4d86b9cef8d2,cunt licker,cunt,"","",sexual anatomy / sexual acts,none,none,3,Severe
NJVC7EWZEGNF,bb0cdedd-0169-485f-889e-dee4ba5069e9,34f144b9-71d0-40c5-ba38-ffdfbf316f0d,cockh3ad,cock,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
CEHXHWFAVDAD,8176558c-5c74-444c-bfa7-acb97dc2dc68,d5806010-30d5-4c4c-aa12-365c8f08ea92,cuntless,cunt,"","",sexual anatomy / sexual acts,none,none,2.8,Severe
JM3Z9KRW4NAZ,0a7e5a35-9f9f-4b7f-bf74-0af9f2001cbf,1b42cd82-11e4-461b-bf38-a37a2f1faaf5,cockhead,cock,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
EZCVAWE2HAMP,808b84a2-c81d-4eca-99f5-160b2e062183,68be4525-aed8-485e-8060-692407b999f8,cocksucked,cock,"","",sexual anatomy / sexual acts,none,none,2,Strong
NFN2M74RPJ2Q,00ecec40-c28c-451b-bae2-55906d25704a,e5c8fbcb-5bd5-47e0-ab26-4ce9494bed7b,coonies,coon,"","",racial / ethnic slurs,none,none,3,Severe
ADCXHGCQRA34,45b1383a-e5f5-4072-b378-d86f0a7b7047,e693d7d3-7d5d-4e32-93f0-27145e4b6b79,d!ld0,dildo,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
73FP3QEHRD7V,eeb64a4b-7807-4352-991a-df699768d4c0,555018e2-4521-42dc-88ae-349d2d1df663,cockless,cock,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
MT9NV29W32YF,5ad8e213-ee30-49ab-a70b-4f8bbb8e31f1,66fc0cbc-cc1f-4143-a467-e37bd8f3f9b1,cuntlicker,cunt,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
C69D7VD39FKM,8d4f2340-f82e-49cd-b290-cc786170968f,124e63b2-35c5-4cc5-8449-118f6b1ce11a,cooties,cooties,"","",other / general insult,none,none,1,Mild
TATMTQ3AXJX6,e02eb931-aaf3-4806-8781-0a0a7f6f6f7e,7b12baf6-3f50-40a9-8dea-01a103324857,cockshit,cock,shit,"",sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong
7YE67VWQC43W,205caa85-b295-4970-9981-c06d87d10b40,c9fe75de-c275-419f-9d89-2dfcfa7be5dc,cooter,coot,"","",sexual anatomy / sexual acts,none,none,1.2,Mild
7R66DKNPF2JG,38dad6f3-322a-400a-bfb0-552fb14be6f7,d9508419-dd59-4cf5-9b8c-451724e1dc75,cunt,cunt,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
YKR74H2QRD6F,2015c261-2131-4be4-bcf2-beab63ae30d9,07dda9f4-724f-465d-b1bc-05f8c39d4d77,cyberfcks,fuck,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
4KDNMYPMNZXC,cc4971a9-7a8a-4f20-846c-0283bfdd9a4d,be6a59cc-3a3d-450d-abf6-41f87a01d93f,camel jockey,camel jockey,"","",racial / ethnic slurs,animal references,none,2.8,Severe
FVGNDRJMNVA7,2a6c7a44-f5ab-4299-8f2d-dfa767b211da,aacbc988-c9d0-47f8-99a7-0f3ba8bcfddd,cack,cock ,"","",bodily fluids / excrement,none,none,1.2,Mild
KKGQRZWNCHJK,310e1c17-0633-4be7-9aef-ba5b3fa0a9b7,4827d46b-9a1f-4f0f-af40-691482ee2042,cock sucking,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
PKAFWTW2AW2G,ad20d717-3d9a-4c7b-99e3-9d2fc222d388,d042bb07-be5f-4e2d-acfe-f33180c55361,cock rider,cock,"","",sexual anatomy / sexual acts,sexual orientation / gender,none,2.4,Strong
9RTHMKDNG4K2,b4856f90-7b89-414c-bc10-ddb2498826eb,a1741dda-7245-445f-9b68-353bb36b545e,cawksucker,cock,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
7EYWM49RWZ63,c17a0fae-702c-4da8-8d9a-56831870e0a7,c9f25130-07e9-4f1b-92e6-f3ddab4d26c0,c0x,cock,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
4TR6J693M9XK,9327a9b5-4f06-4594-abea-9a5eeb4145e1,055bf1cf-76dd-4d40-bfe5-b2a2f18791c4,caaak,cock,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
DMH4WEANDDF7,2336bf9f-c3ef-48eb-9771-7fe52e5a04e0,1264fd74-3dbd-4c17-9bc9-2d260c88deb7,bumhole,bum,"","",sexual anatomy / sexual acts,none,none,1,Mild
WYYRGVWFY6XA,303a8ec4-4f66-48e1-98a3-493edaeb81c1,059f7bbd-fe59-464c-97f2-7aeb59b27c73,c0ck,cock,"","",sexual anatomy / sexual acts,none,none,1.2,Mild
MT9NV29W32YF,70b1a1c6-e70a-4e53-beed-ef8f7dd3d610,d57f9754-549b-4cce-827d-f56107b6c468,chocha,chocha,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
YKR74H2QRD6F,d71d459d-8dcd-4960-b2b9-0d9c33dd129b,34749c08-bcee-40cd-8bbf-e943f61bc287,cock smoker,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
7EYWM49RWZ63,c275f949-7602-4504-b565-a9ee27a3103b,7e53d1a7-d0ce-4bba-ae1b-b30c3dc2b696,cock head,cock,"","",sexual anatomy / sexual acts,none,none,2,Strong
TATMTQ3AXJX6,b910aa5c-83e7-4fe1-b78a-fcacfc82566d,a669a341-d980-4d61-9304-1f29b08a1ba9,butt hole,butt,"","",sexual anatomy / sexual acts,none,none,1,Mild
T3RMAEPRMD6J,06bcd0ab-0082-474a-84c0-45f2ac5d9955,e0c2b901-130d-446f-9f86-d2c622a4c685,cawk,cock,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
4TR6J693M9XK,db047c1a-3942-4a09-a88e-ea9ed3b276b2,bfd73fe2-95ab-41a6-8359-031da838682f,cawkmuncher,cock,"","",sexual anatomy / sexual acts,none,none,2.2,Strong
4TR6J693M9XK,912a26eb-9828-4e35-a884-f3d1dbc8f17c,1117fc0e-00ea-49f8-91f1-3be732cff33c,choke the chicken,choke the chicken,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
NDQTT6NTQFPN,e4174584-fb9c-48ab-a3b5-2cdc9cb98a18,90305985-1a88-4704-9180-b85a63fdc965,c00n,coon,"","",racial / ethnic slurs,none,none,2.8,Severe
MNTYRY6PYPQF,775ce47d-2e52-41df-a972-08a8592b98ce,1a8c8a7f-1e50-4ade-8dab-bfa438467fc9,chinese-virus,china virus,"","",political,none,none,2.8,Severe
T3RMAEPRMD6J,d977132a-58ef-4f97-855c-7b2513713b76,5613f0b6-9855-4e07-a14f-a72d418b8db2,butthole boy,butt,"","",sexual anatomy / sexual acts,sexual orientation / gender,none,2.6,Severe
X6P6DQRXD62A,50aa7cf0-acc1-4210-a0dd-4161cbf807c4,11f978cb-0b7c-4653-8db2-5b7e691e6c3c,cagone,cojones,"","",bodily fluids / excrement,none,none,1.2,Mild
R3CDKNC3PH6K,b52daa56-f21f-4d79-be45-9ec66cf6cbea,3f834f42-4c00-4fae-af27-18f3b67c14a2,cock-sucker,cock,"","",sexual anatomy / sexual acts,none,none,2,Strong
NJVC7EWZEGNF,cedb51be-0945-446f-b02f-6b92dcbfdfdd,7df2c101-6a3d-4229-a0fd-8e8dddbf60c1,cholo,cholo,"","",racial / ethnic slurs,none,none,1.6,Strong
9RTHMKDNG4K2,4c67dc10-c3a7-4ae0-a9ba-c89c5ed47ac5,03131d00-78b7-46db-8b36-a9a753aa9efe,bum-bandits,bum,"","",sexual orientation / gender,none,none,1.8,Strong
CEHXHWFAVDAD,af3f4791-5f14-41ec-a031-3acdb9f2c46c,07c16d1b-7dad-46dc-9f1b-9e0bd51da7dc,cawks,cock,"","",sexual anatomy / sexual acts,none,none,1.2,Mild
ZWJMPXDTKNQD,a617d882-46ff-443e-98d2-20bbef81aa41,2852c380-caf6-4752-a613-9deeb3c66295,cock munch,cock,"","",sexual anatomy / sexual acts,none,none,2,Strong
YKPDD2RHZKMG,32b792b7-7eed-4f65-a67e-4f03f55eacff,88260d54-8fb3-4934-8709-ae3f5c05b350,bullshit,shit,"","",bodily fluids / excrement,animal references,none,1.2,Mild
DK4H9CMZRWET,bd98443b-acac-46e5-a363-6f93e19e8ae0,d9620fb7-b842-458c-9bbe-451ab164accd,choad nectar,choad,"","",bodily fluids / excrement,none,none,2,Strong
ADCXHGCQRA34,e9991ba1-575f-4cf2-ad77-2db53437d7f8,d7ea3959-3372-421b-9460-efaa35eee477,buttfuck,fuck,butt,"",sexual anatomy / sexual acts,sexual orientation / gender,none,2.2,Strong
7R66DKNPF2JG,2e1879da-cb9e-451a-80a1-2043b481c171,33f0422c-ede0-49c4-9ff5-88398ed33fdc,c*nty,cunt,"","",sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe
FVGNDRJMNVA7,10f25120-494a-48c8-a90a-2e318987f165,b0c73043-359a-431d-ae4e-00e9e9a401b6,c0xux0r,cock,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
ADCXHGCQRA34,f754bb90-d896-429b-869e-133389bdb3bc,84225b2d-56b3-4618-99a7-7387f9912294,cock sucking nob jokeys,cock,knob,"",sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe
7EYWM49RWZ63,96b48e77-b9bd-4034-bcea-0c62bcda8403,0110b9dc-c796-40dc-97a1-a2bd0aab76d4,chesticles,testicles,"","",sexual anatomy / sexual acts,none,none,1,Mild
MRVNFNWJW9AR,64824039-21a0-4237-80ce-39935dd130d6,aac65da7-58fc-4fa3-a1cd-c6e62bff61d8,butt-fucking-bandit,fuck,butt,"",sexual anatomy / sexual acts,sexual orientation / gender,none,2.6,Severe
QD6PJTFGJ63Q,184a0a54-e7ba-4748-a706-d48ec85806be,ada34510-0018-4f86-9391-ab43828713d5,cock jockey,cock,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
DXP9KRP4R942,7fa99c49-bf49-4d06-b074-e8ba0b10d001,e0b8fc8c-1885-461e-9da9-071187f445d1,c00nies,coon,"","",racial / ethnic slurs,none,none,2.6,Severe
C69D7VD39FKM,7ce9d4dd-f241-4bdd-9350-17bdce6ffca8,db0ff650-7000-479c-9037-fdc4ae583e6c,butt-fuckers,fuck,butt,"",sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe
7R66DKNPF2JG,c19b83ef-8a64-4015-acbc-cdb9421e53f0,9913142c-5ee9-46f9-a6d8-86afbe9b2e3e,bwc,cock,"","",sexual anatomy / sexual acts,none,none,1.4,Mild
KHP239VPK9M3,8acd412b-9d4f-49d6-b441-f255a65322f1,c178d6a4-d2bc-49cd-9c0b-4c957829ff91,bull shit,shit,"","",bodily fluids / excrement,animal references,none,1,Mild
CJWAHNHJ4M9F,65e052de-82e9-4bfe-9652-08d6a2a42b2a,5840105b-15af-44e2-ae71-8ed80188c027,cock sucking boiolas,cock,"","",sexual anatomy / sexual acts,sexual orientation / gender,none,2.6,Severe
TATMTQ3AXJX6,bdc82008-58cd-40df-bac3-34a4eb99ec83,a6e41ce7-5061-422e-a6f4-7aa78b0ebc21,chingchong,chingchong,"","",racial / ethnic slurs,none,none,2.8,Severe
QEZAEMV2WF9D,ad84f485-7c35-4e72-8b7b-a3047b0d19a4,2a711980-5d18-44bf-b5fb-9803aa2f7925,cock snot,cock,"","",sexual anatomy / sexual acts,bodily fluids / excrement,none,2.2,Strong
4TR6J693M9XK,28a332f1-41ec-4f54-9bf8-75f2e21e4ac0,f8fe85d6-3ab0-4fa5-97d3-8bb7865f32b2,buttfuckers,fuck,butt,"",sexual anatomy / sexual acts,sexual orientation / gender,none,3,Severe
TATMTQ3AXJX6,6c18e600-9f0a-480a-9c59-15c734cb5a01,122c2af9-a031-4014-a97d-018caa53058b,bugger off,bugger,"","",sexual anatomy / sexual acts,other / general insult,none,1,Mild
F7G9FM2Q9CC4,8134f354-c99a-42f0-af34-3c8524f92b73,c771101a-64a3-40e9-8c27-05ee40b582d8,carpet muncher,carpet muncher,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
76VNAHQ9VAC3,fb177857-68e6-4b73-98ee-6a32996e2365,bcd87d58-d074-4111-bf5a-3ae7fc4a4015,bum-driller,bum,"","",sexual anatomy / sexual acts,sexual orientation / gender,none,2.8,Severe
PKAFWTW2AW2G,6ba40651-398e-4ec4-ae4d-f075270c67c5,f457373c-308c-4ed6-8aaa-3d0240e97e0b,chinky,chink,"","",racial / ethnic slurs,none,none,3,Severe
WQCJVFDPQFEC,767faeb2-6681-417f-8958-a1fcde39b910,81845cf6-b660-4155-9c37-b62354606545,butt fucker,fuck,butt,"",sexual anatomy / sexual acts,sexual orientation / gender,none,3,Severe
6MGAKZMPP9PV,4a929cda-89bd-4e14-a354-ac40863bde56,1a00337b-0075-41ef-9785-a13fd716f9a6,cock suck,cock,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
4P9YD6FMKH9T,47e16072-10db-4ac2-a27b-5c62b0a1af83,364cd174-8b46-463d-b267-19fb249f012c,cajones,cojones,"","",sexual anatomy / sexual acts,none,none,1,Mild
PDJDRMPE4NTR,539cb8c5-f6c0-431d-8371-2e44a10335ac,52147a5e-4d9b-4849-b115-dbb441d6c1f6,clusterfucks,fuck,"","",sexual anatomy / sexual acts,none,none,2,Strong
4TG67HVWJNDP,63400ace-4c7e-4247-aa2a-40a95b8b9ae3,4480c399-e439-411b-b162-302ac3a95f04,chink,chink,"","",racial / ethnic slurs,none,none,3,Severe
ZW9ZNGVMAYNQ,6867d5b0-4057-48b0-8819-8edd2eeddb8e,4defc894-cf0e-42c7-b959-74616039eaf8,carpetmunchers,carpet muncher,"","",sexual orientation / gender,none,none,2.2,Strong
QHKQ32WVQEGN,6a52df37-7df9-43e6-8f9b-d1ec181484c3,e68b6818-2b34-4488-87f0-8211e81b73a6,chinavirus,china virus,"","",political,none,none,2.6,Severe
Z7J7W3XCP4XC,6d9fbfc3-e53a-46c1-bb7e-2b508b237279,d0fd3508-a5fc-4daf-8880-d6602b560966,cock knocker,cock,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
JACFJNYCVQAH,3c8c4867-7a3d-41b8-9a88-9f8e74e64166,6df7783f-1122-457c-af52-85ce795b7286,ch1nk,chink,"","",racial / ethnic slurs,none,none,3,Severe
4FRFD66TK6XE,714154e9-c02c-4f7a-9054-def1b631acbc,e520914d-9209-4fde-b6f1-e1eb573851d9,cawk muncher,cock,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
T792AHKH46VR,7303cd46-a880-4f34-95f0-ad0fc6557f96,d31c4252-1ee5-4a64-8846-e331fdc0df9b,closet fuckhead,fuck,"","",sexual orientation / gender,none,none,2.8,Severe
YKFXDFCC3WM2,76c95d48-d67e-4254-900b-703b4c914e24,033b7a31-f836-4862-95fe-c72f21435d5b,china-virus,china virus,"","",political,none,none,2.2,Strong
T792AHKH46VR,7771572d-cf4b-43ab-ab23-d20fe7efb9a7,ad5035f9-889c-46df-bf23-bac4bcf73bba,cock sucker,cock,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
4KDNMYPMNZXC,7d87b0a9-51ce-4b0f-b646-94e02ae8ff22,586cdc52-1559-4a2f-9dad-3dbcd793477e,c*ntface,cunt,"","",sexual anatomy / sexual acts,sexual orientation / gender,none,3,Severe
ZPKZ7DZQ4Y2J,7e4c81cd-0bda-40fc-a9fe-5ea091ae10bd,ea70ef37-d1fa-4f5f-9079-29a69bca65ef,c0cksuccer,cock,"","",sexual anatomy / sexual acts,none,none,2,Strong
72RMC62CGZNX,7f3d500a-f7c7-46aa-a920-239770e5625c,a88780f9-c5ea-43d6-9e73-557466fbd780,cock tease,cock,"","",sexual anatomy / sexual acts,none,none,1.8,Strong
NA9PJYHM9YVK,325225de-96a5-469a-aedb-b5a8aa82bb8b,cb92c67c-0296-4c81-ad63-7ca8e644fa6e,carpetmuncher,carpet muncher,"","",sexual anatomy / sexual acts,none,none,2.6,Severe
4TG67HVWJNDP,96436cd8-6a28-4b54-be52-27f04b7e0648,f5c2dbf9-c008-4dbb-b07e-9b80ea3e25fe,clitlickers,clit,"","",sexual anatomy / sexual acts,none,none,2,Strong
ZPKZ7DZQ4Y2J,97872de2-6f07-4fb5-ade1-76fd69ff2b8a,eb83af39-e0b8-44b2-8501-c4e215447252,bung hole,bung,"","",sexual anatomy / sexual acts,none,none,1,Mild
ZPKZ7DZQ4Y2J,9ba8ac3a-c870-4ddf-a348-677184f8e700,5faeb697-863f-4ff2-bf5a-6767bfd9daea,bullshi,shit,"","",bodily fluids / excrement,none,none,1,Mild
DCRRXJFVW7R3,9c913f26-43ef-4c4f-bc04-0dc04f553fa8,963b68bc-f782-4237-9c86-5e3c6848b740,butt-munchers,butt,"","",sexual anatomy / sexual acts,none,none,2,Strong
6MGAKZMPP9PV,a13eae03-a7a2-4fe2-8abf-2354f4071cd1,de2875d7-cb8c-43b8-9383-0321d50a9a74,cobb knobbler,knob,"","",sexual anatomy / sexual acts,other / general insult,none,1.8,Strong
AMXMPYF9CYAJ,a24bd88b-0b4d-4f9d-88bc-7c1377f52763,10cecfac-ba57-4c40-81a8-f0750ed532e2,bullshite,shit,"","",bodily fluids / excrement,none,none,1,Mild
ZFEQJC4ERT29,a457361e-d4e4-4680-8e8b-6c8332999be9,39bf6c7b-d9f2-4a18-a544-beebb647723f,c0cks,cock,"","",sexual anatomy / sexual acts,none,none,1.6,Strong
APKAYMEPJ3TR,a76e05fe-b838-4fd5-9ea8-80e4aa0e8570,1ef04555-4cb3-4138-aad0-116556d6760b,c*nt,cunt,"","",sexual anatomy / sexual acts,sexual orientation / gender,none,3,Severe
4KDNMYPMNZXC,aa94f3af-f20e-412f-9961-97fc7144a935,2600f143-b79d-4beb-b3f0-394b1976b156,clusterfucker,fuck,"","",sexual anatomy / sexual acts,none,none,2.4,Strong
AMXMPYF9CYAJ,24a2f568-92ed-4dba-982e-5160d00775f5,64d9507e-d364-444e-bd6e-27ccfecbb59f,cock licker,cock,"","",sexual anatomy / sexual acts,none,none,2,Strong
JACFJNYCVQAH,24367e08-c840-4361-9c59-83f1277bc9b7,78c9bd37-6912-482d-aadc-4f1b6eadacc1,c0cksucked,cock,"","",sexual anatomy / sexual acts,none,none,2,Strong
9RHJY2Q9ZTEG,b5c350c9-1565-42a1-9ea3-776a654ec369,5eafeb91-1106-41dc-9970-614fdab1ba24,bugger,bugger,"","",sexual anatomy / sexual acts,other / general insult,none,1.2,Mild
